filename,width,height,class,xmin,ymin,xmax,ymax
KravMagaTraining575_jpg.rf.5c4c45ec9e6ef5c79f353a6674ceab5a.jpg,320,320,knife,232,150,256,247
armas-1119-jpg_jpg.rf.5c612fb972273c3e6d3c517ab5d83ac3.jpg,320,320,pistol,29,117,95,146
armas-1691-jpg_jpg.rf.5c64dd400143907538bf3d48483d5ce6.jpg,320,320,pistol,135,134,166,179
KravMagaTraining705_jpg.rf.5c67dde8e16416c240b0b63ccfae410f.jpg,320,320,knife,102,178,122,233
knife_620_jpg.rf.5c85033ad567cd21d37b512050ee88a2.jpg,320,320,knife,159,104,232,188
55_jpg.rf.5c96ecdea4c998de163848a35724568d.jpg,320,320,knife,130,133,248,246
11_jpg.rf.5c9f90103e665c88f6aa7dbf99c45d9d.jpg,320,320,knife,126,223,140,256
knife_496_jpg.rf.5ca21b1574e83c345e9d79638b354a44.jpg,320,320,knife,16,44,163,138
3311_jpg.rf.5ca697c60a259cef36aef823eb0ebab3.jpg,320,320,knife,189,127,211,174
67_jpg.rf.5cbce7a36f39aafc31849fe799464c79.jpg,320,320,knife,74,221,87,265
DefenseKnifeAttack0366_jpg.rf.5cc08c43d2ad9387f8999c813a51effb.jpg,320,320,knife,74,208,112,235
KravMagaKnifeDefenseTechniques658_jpg.rf.5cc2d5a5cf34a91af11842681bfbabf4.jpg,320,320,knife,100,220,138,262
116_jpg.rf.5cd90018282769a43aa84ee48298a5a1.jpg,320,320,knife,91,98,127,165
2022-04-15_23_jpg.rf.5ce61df1e84a9d42dc3aeb7010962b85.jpg,320,320,knife,159,268,183,286
KravMagaTraining417_jpg.rf.5ce0bd10f3e0a19f6e8369320c469ceb.jpg,320,320,knife,139,104,150,164
knife_379_jpg.rf.5cccc5404f8eb259d2e58ec960272148.jpg,320,320,knife,10,134,167,320
33_jpg.rf.5d1abf14dcd5a99bd0812412174bb31c.jpg,320,320,knife,142,272,153,293
282_jpg.rf.5cd02c2d23b51669d6ae2662d93dac81.jpg,320,320,knife,198,4,224,220
0_jpg.rf.5d29d3ad0fc1ae9e6127aabb402b5659.jpg,320,320,knife,144,113,190,193
81_jpg.rf.5ce2f42e8f7e835edc0775d55396a1b8.jpg,320,320,knife,113,28,223,320
91_jpg.rf.5d388809763af4a283b0bd33b7613c4d.jpg,320,320,knife,132,6,186,320
266_jpg.rf.5ce6702d5004cf7ce02d0fee9ead25c7.jpg,320,320,knife,138,256,150,307
knife_1191_jpg.rf.5cf21bb4923a1319f43b427920e2c62e.jpg,320,320,knife,108,239,165,296
armas-2913-jpg_jpg.rf.5d8fcd55fd6f8953e0624b5cfbd34dae.jpg,320,320,pistol,107,27,212,215
DefenseKnifeAttack0984_jpg.rf.5d549a5c126fc47377b3f1a4df35c633.jpg,320,320,knife,195,134,221,234
7_jpg.rf.5da293cc4d271c112f658256e1849efe.jpg,320,320,knife,138,230,210,260
armas-2517-jpg_jpg.rf.5d80d73d69fb11ffaf0515974d8e742f.jpg,320,320,pistol,2,2,309,309
knife_302_jpg.rf.5d8b62487bdac07696475c136262b013.jpg,320,320,knife,162,154,293,298
knife_1057_jpg.rf.5d77df89242873ca2fb95b225249442e.jpg,320,320,knife,126,29,192,108
armas-2193-jpg_jpg.rf.5db7299b688957bd5b4a22461fd13cc6.jpg,320,320,pistol,13,1,303,314
knife_805_jpg.rf.5da9746729a947dad634c0f66b4e9c19.jpg,320,320,knife,156,83,195,233
DefenseKnifeAttack0393_jpg.rf.5d6bc672a4409570c2a350e39e43f6dd.jpg,320,320,knife,90,245,143,279
knife_1030_jpg.rf.5dde0bb495cce8f46a6b9d71d0d17f01.jpg,320,320,knife,114,117,134,209
85_jpg.rf.5e0de6ae2c28f0fcc397b1589600bd20.jpg,320,320,knife,125,109,135,147
175_jpg.rf.5dcbfccf7d01e864f38b240610ff76ed.jpg,320,320,knife,121,98,235,120
knife_624_jpg.rf.5d737a0551bd9df9b57f3260579b130d.jpg,320,320,knife,150,36,178,217
2022-04-15_9_jpg.rf.5d9d1af251f3cac5d62ec109b9a7ff09.jpg,320,320,knife,165,205,179,242
knife_594_jpg.rf.5e05211737b3b10907f4cc3b975cd875.jpg,320,320,knife,75,64,207,286
97_jpg.rf.5dd1c713b8293125aa1bed397251c31f.jpg,320,320,knife,103,66,177,280
KnifeDefenseKrav188_jpg.rf.5e22492c180cfbdb24df84ec70d974ef.jpg,320,320,knife,198,16,224,48
armas-2409-jpg_jpg.rf.5de4831f58e712edf0510e72899c9767.jpg,320,320,pistol,3,1,313,317
KravMagaTraining613_jpg.rf.5dc25e985bd27d9b8bec4792f7fe45b3.jpg,320,320,knife,156,179,173,256
armas-625-jpg_jpg.rf.5e4236890e8253af8e3eeab24f8abf4d.jpg,320,320,pistol,77,43,246,275
KravMagaTraining20827_jpg.rf.5e110f68a2507367882776cd71109e54.jpg,320,320,knife,95,219,133,257
armas-2030-jpg_jpg.rf.5dbe2dab7657400a15068c3ade2d96db.jpg,320,320,pistol,171,147,210,215
47_jpg.rf.5e4a313247a1aff958fd5eeefa4f1f36.jpg,320,320,knife,130,261,157,284
knife_102_jpg.rf.5d60df3d0315840c118d1d3f28b9eb1a.jpg,320,320,knife,11,15,313,305
2022-04-15_6_jpg.rf.5e84dba934d602c03c34a93604488b12.jpg,320,320,knife,168,271,190,295
knife_57_jpg.rf.5de70987b5a8dca634c3b353bb0bbd90.jpg,320,320,knife,116,33,303,179
KravMagaTraining613_jpg.rf.5e6f66e80d4d538b2add947bf37d5b51.jpg,320,320,knife,155,180,173,257
knife_274_jpg.rf.5e1a2aebefccd611cfbef1dd44348ae8.jpg,320,320,knife,10,161,206,307
knife_89_jpg.rf.5db0169b011e9130cb735cce42bd730c.jpg,320,320,knife,33,16,211,213
4384_jpg.rf.5e60f7fdebd417d7dc243235ef1b9c52.jpg,320,320,knife,216,86,242,136
DSC_0054_JPG_jpg.rf.5e918273710fdd71b6455427e93292c4.jpg,320,320,knife,149,147,179,201
KravMagaTraining20143_jpg.rf.5e4e8b8200a9ba66abd134da87c5bc13.jpg,320,320,knife,56,199,100,233
DefenseKnifeAttack0095_jpg.rf.5dbd84302a1e3ceca8d5e0ddc68d6d2d.jpg,320,320,knife,143,213,169,229
knife_930_jpg.rf.5eb36f504855427fa6d10749bb4dd7ae.jpg,320,320,knife,49,175,79,279
159_jpg.rf.5eb1b9fabbc9cef325bffbfc498df31f.jpg,320,320,knife,128,203,146,247
armas-719-jpg_jpg.rf.5ea4cc26275286d241350c3162f4f270.jpg,320,320,pistol,85,5,236,302
armas-2245-jpg_jpg.rf.5ea9ebc822b2d5e332277fd25c30b0ab.jpg,320,320,pistol,3,13,309,293
armas-858-jpg_jpg.rf.5ee1b110da304d5bf55b0b05b6c33aad.jpg,320,320,pistol,195,116,318,289
knife_119_jpg.rf.5eb8687e555bcbbe2fa35ac59df15dc1.jpg,320,320,knife,50,108,310,230
armas-2050-jpg_jpg.rf.5ed0b46ef19797c2d78895b6231d7bb1.jpg,320,320,pistol,17,20,279,285
armas-145-jpg_jpg.rf.5e99878a8e3bd4196aa87798b8c7b154.jpg,320,320,pistol,93,86,289,261
knife_48_jpg.rf.5ee1d11e67f52afa206af8046d42155d.jpg,320,320,knife,62,47,270,239
256_jpg.rf.5f27962223507cb2521859b387f5a308.jpg,320,320,knife,161,41,209,243
knife_676_jpg.rf.5f23bd533109f14694685c8a07fb3591.jpg,320,320,knife,148,115,230,151
armas-371-jpg_jpg.rf.5f1fb5747a6a1df0d239e3af778c9ff1.jpg,320,320,pistol,56,57,169,109
2022-04-15_43_jpg.rf.5eb349006de426b097f069c16806fc23.jpg,320,320,knife,166,208,183,245
armas-1242-jpg_jpg.rf.5ed6433533d636fae20f90c91d12f1ae.jpg,320,320,pistol,37,23,312,233
sharpenKnife261_jpg.rf.5f41f20da7ab2e1862a6f0583ec7c4fc.jpg,320,320,knife,123,215,150,247
2022-04-21_464_jpg.rf.5eec7b26fe65536a3be033f678d22d17.jpg,320,320,knife,101,251,113,295
239_jpg.rf.5f706928268cc957cb17d79f145a40d3.jpg,320,320,knife,155,185,176,243
DefenseKnifeAttack0315_jpg.rf.5f3f8aae19c74ed0610d55bcc6e25f83.jpg,320,320,knife,204,213,224,233
knife_432_jpg.rf.5ef9d0bc7289afa071603dd50ce3c69a.jpg,320,320,knife,79,258,167,316
knife_432_jpg.rf.5ef9d0bc7289afa071603dd50ce3c69a.jpg,320,320,knife,42,175,150,261
knife_432_jpg.rf.5ef9d0bc7289afa071603dd50ce3c69a.jpg,320,320,knife,5,96,139,206
424_jpg.rf.5ef7897ca3c4c1f75bf2d20b070aa5d4.jpg,320,320,knife,13,145,159,227
armas-919-jpg_jpg.rf.5f4479f90a3da7147c8842cd4ebc7a99.jpg,320,320,pistol,38,102,115,215
37_jpg.rf.5f56baf1aacd094e0baccdfc501335a9.jpg,320,320,knife,86,209,209,315
15_jpg.rf.5f2aec470ffb7ba487d16a141d0e8bb7.jpg,320,320,knife,122,194,238,290
69_jpg.rf.5f1e8525c62d2d60c20f5d549ae358ae.jpg,320,320,knife,76,228,88,265
1649338748-8276415_jpg.rf.5f3190c17fdc0d9ed690d1cabd98b15d.jpg,320,320,knife,121,27,147,303
knife_1208_jpg.rf.5f597b763dee6918b78d99f5fea339dd.jpg,320,320,knife,70,159,137,216
knife_1033_jpg.rf.5f75a051e396b5eaff4742342ff7bcd8.jpg,320,320,knife,113,250,167,278
79_jpg.rf.5fc25d43de1bc64ddb23f5264cd1559d.jpg,320,320,knife,121,106,129,143
armas-196-jpg_jpg.rf.5f5c634c3db1fc63e7b4c62b5130d854.jpg,320,320,pistol,165,132,179,164
KravMagaKnifeDefenseTechniques743_jpg.rf.5fb33c12ff1b39546845b0858c521ae1.jpg,320,320,knife,39,180,55,246
armas-48-jpg_jpg.rf.5f370e3f932812ae33b63e6cec076bc3.jpg,320,320,pistol,111,20,277,184
armas-482-jpg_jpg.rf.5eed4b620aa501701b30e0788c6d5b3a.jpg,320,320,pistol,101,45,242,277
armas-1921-jpg_jpg.rf.5fcde98ce8ab8b08464aad6ab54c602c.jpg,320,320,pistol,3,8,309,309
316_jpg.rf.5fca18458d388edd79beec2c950efdab.jpg,320,320,knife,169,0,213,251
2022-04-15_71_jpg.rf.5fa961e5a22024d17ca4b5e58c0e727a.jpg,320,320,knife,154,242,173,260
DSC_0065_JPG_jpg.rf.5fd1096029522942328dbd30ce2894cf.jpg,320,320,knife,116,231,172,293
armas-226-jpg_jpg.rf.5fcd8b57e565ee47f5b5220acf915d44.jpg,320,320,pistol,154,172,179,216
knife_1313_jpg.rf.5fc6fdbd842d5be05a479fbbb5c22e67.jpg,320,320,knife,164,155,216,199
KravMagaKnifeDefenseTechniques180_jpg.rf.602554ea199b8d63b9da7d63581cdb8e.jpg,320,320,knife,97,71,133,127
armas-2994-jpg_jpg.rf.5fc5a6196852de5d48353c6be1f314d7.jpg,320,320,pistol,65,31,136,296
armas-2663-jpg_jpg.rf.5f7dda6b49c0c7caafe5cac68ed7308a.jpg,320,320,pistol,1,1,307,314
knife_961_jpg.rf.5f738b531c012d3ea8c39e8d06af2a52.jpg,320,320,knife,72,140,102,231
1649338733-8368907_jpg.rf.6043c7abe768dca1f7854bdf0dd958eb.jpg,320,320,knife,155,71,198,320
sharpenKnife227_jpg.rf.5ff2abb6fcd4c10977ab014d239515d7.jpg,320,320,knife,103,225,133,259
armas-2906-jpg_jpg.rf.600983f4bc30e97413bbabea5beb43a0.jpg,320,320,pistol,167,149,194,186
190_jpg.rf.5fe213e3a247ea14507a08129e97a4a5.jpg,320,320,knife,147,160,156,201
knife_1166_jpg.rf.6049160efb751636fddf20e5727fcf05.jpg,320,320,knife,68,116,106,196
armas-1266-jpg_jpg.rf.603b4d53fe6439b74b0b1db17bc220c8.jpg,320,320,pistol,180,93,234,125
KravMagaKnifeDefenseTechniques676_jpg.rf.5fc57a8dfecc78fb1acf110cb694d048.jpg,320,320,knife,126,175,170,215
knife_1108_jpg.rf.6059f3d2af967791799a87349644573a.jpg,320,320,knife,153,180,216,268
armas-1690-jpg_jpg.rf.606064a87952042e427adf5188929747.jpg,320,320,pistol,143,166,156,189
armas-1690-jpg_jpg.rf.606064a87952042e427adf5188929747.jpg,320,320,pistol,278,254,319,292
KravMagaTraining726_jpg.rf.60524d32df5eb88001030557b67429f2.jpg,320,320,knife,95,177,125,217
109_jpg.rf.5f9a8b71d30d7174a371f159b2da1b34.jpg,320,320,knife,163,282,173,316
4367_jpg.rf.608b017912109760c440fc7d6d05a85b.jpg,320,320,knife,211,55,231,141
KravMagaKnifeDefenseTechniques217_jpg.rf.606999b681e5a35df07e644d6297cedc.jpg,320,320,knife,127,126,174,178
KravMagaTraining21302_jpg.rf.6066a74bd6519c6c56caac48c67c10d1.jpg,320,320,knife,121,250,158,294
KravMagaKnifeDefenseTechniques107_jpg.rf.607072c2a8577df08f698bfdf1af7a01.jpg,320,320,knife,81,102,113,148
armas-2825-jpg_jpg.rf.60a9ee774ea3d67f5457ee5341d61e53.jpg,320,320,pistol,7,24,301,288
2022-04-15_14_jpg.rf.608e0b1a54fd9f1376a2d0399a3d5f18.jpg,320,320,knife,160,204,186,223
knife_897_jpg.rf.60197169b389e9294be0ab951710a649.jpg,320,320,knife,32,251,67,320
armas-724-jpg_jpg.rf.60ad15d4ffafabdcf4fd7b69abd1e7aa.jpg,320,320,pistol,15,112,157,241
armas-928-jpg_jpg.rf.609fabc58183652285b498fcc04503e3.jpg,320,320,pistol,176,87,285,237
armas-2873-jpg_jpg.rf.60a4580671abcc0792084e936ec74a38.jpg,320,320,pistol,18,19,298,299
91_jpg.rf.60dc4c480d47b9ff43ac9221d311ed0f.jpg,320,320,knife,123,187,143,205
KravMagaTraining115_jpg.rf.60a8ee0274be0feb034b1962e043dbb0.jpg,320,320,knife,99,8,159,100
142_jpg.rf.60a717d9b301727a26b55a52d09e21e7.jpg,320,320,knife,166,47,247,216
93_jpg.rf.60b5da31ae98a299a73179e96c8b0d99.jpg,320,320,knife,96,82,175,275
armas-479-jpg_jpg.rf.60d20f7a116a1e9954e2aff23e95a92f.jpg,320,320,pistol,26,112,68,210
44_jpg.rf.60a2a4d9d5c7da74137e6c0248c923e7.jpg,320,320,knife,150,163,171,250
armas-953-jpg_jpg.rf.61241e94659df58b8318c7193a119e99.jpg,320,320,pistol,216,89,310,226
168_jpg.rf.60db0497312f32a2d56101cd30876454.jpg,320,320,knife,158,254,172,300
55_jpg.rf.610d9d3936f7fab759e282b02dc68400.jpg,320,320,knife,153,183,173,229
223_jpg.rf.60a2d1fb083d039f8581cd9cdd841e7c.jpg,320,320,knife,173,30,206,227
knife_931_jpg.rf.61256b764c59676484ce636fe3529b71.jpg,320,320,knife,53,257,86,319
61_jpg.rf.612afb9df7a38dde83de293195360f5b.jpg,320,320,knife,145,1,197,285
KravMagaTraining21225_jpg.rf.60e0425d565c818a871e38b4a24a2599.jpg,320,320,knife,165,228,202,245
knife_202_jpg.rf.6076f863971847ef11fb9238371130f7.jpg,320,320,knife,40,56,208,276
KravMagaKnifeDefenseTechniques070_jpg.rf.6120181ba17a461e6407f0e9d3590a11.jpg,320,320,knife,137,181,175,209
knife_1162_jpg.rf.6156ba14565da928bcbcc32f980901b1.jpg,320,320,knife,213,78,265,218
knife_1162_jpg.rf.6156ba14565da928bcbcc32f980901b1.jpg,320,320,knife,179,94,205,194
knife_1162_jpg.rf.6156ba14565da928bcbcc32f980901b1.jpg,320,320,knife,146,73,176,190
KravMagaTraining561_jpg.rf.60efd6e33d62cdc8a7793164bbc9afc5.jpg,320,320,knife,103,116,133,182
armas-984-jpg_jpg.rf.60de32da0125c39f19b9c0917f5535c7.jpg,320,320,pistol,97,197,125,250
armas-467-jpg_jpg.rf.61605af652582ac6fa2e9aac9ba15e61.jpg,320,320,pistol,156,7,183,82
KravMagaTraining267_jpg.rf.6159a633c56b9a287643f49b10dfae8e.jpg,320,320,knife,105,41,141,102
209_jpg.rf.61578a9487e5a83f3ff7b66275416fb1.jpg,320,320,knife,150,22,216,190
knife_1038_jpg.rf.6157eadedca638d42233688f7ab72f32.jpg,320,320,knife,166,11,266,63
23_jpg.rf.61718f185ba5a6d550a1fd7d6fac0514.jpg,320,320,knife,154,241,168,259
326_jpg.rf.616d28986cf79d99867ee891699a6a7e.jpg,320,320,knife,148,74,254,182
knife_99_jpg.rf.61761bb394e1570716f3b90abd6eb06f.jpg,320,320,knife,53,19,151,127
KravMagaTraining4401_jpg.rf.61888f86ed4eebc491f54b1af3a7f3d1.jpg,320,320,knife,136,110,160,170
198_jpg.rf.61c2f31f688a7cc3540591064bf39cbc.jpg,320,320,knife,120,59,228,159
knife_861_jpg.rf.61ba0fcfb9079b9d07207c7c99db572d.jpg,320,320,knife,36,113,79,199
armas-1952-jpg_jpg.rf.616e9c45ad553c53d57df30a80308bf3.jpg,320,320,pistol,179,20,199,52
armas-2158-jpg_jpg.rf.61a25e7250127e2a22a002d6b8780413.jpg,320,320,pistol,82,117,136,192
armas-2158-jpg_jpg.rf.61a25e7250127e2a22a002d6b8780413.jpg,320,320,pistol,186,122,255,220
knife_907_jpg.rf.61c07aa33b4aca88922bda59b7e10b04.jpg,320,320,knife,79,182,109,268
2022-04-21_495_jpg.rf.617903dbb2a67547f7f019a14386ac81.jpg,320,320,knife,142,254,150,288
knife_419_jpg.rf.61a6131a7891c042a105a4ce34e4d647.jpg,320,320,knife,10,127,176,304
armas-2493-jpg_jpg.rf.61845939afc7f698d4778a6a5154d4e1.jpg,320,320,pistol,7,10,307,308
266_jpg.rf.61a420da164ef3f0d6c2a3f63f7f1d80.jpg,320,320,knife,130,15,223,191
117_jpg.rf.6186fc25f5b3e1cb3aa1fe0c0d83c10d.jpg,320,320,knife,140,179,161,231
DefenseKnifeAttack0567_jpg.rf.61ccdc7ec38a2bf096ca08dcade94f67.jpg,320,320,knife,107,186,211,266
knife_118_jpg.rf.61decc42ecb4c546cb857e858d5a1584.jpg,320,320,knife,39,120,257,182
2022-04-15_103_jpg.rf.61d09131fad8e6120ebb56b8890206cc.jpg,320,320,knife,150,249,162,290
armas-761-jpg_jpg.rf.61b804f4eb7a0d4731719ddf31c27042.jpg,320,320,pistol,59,85,308,301
2022-04-15_42_jpg.rf.61ebd76a0bb1d073c032e3b0c1dbebe7.jpg,320,320,knife,169,206,180,248
KnifeDefenseKrav062_jpg.rf.61b025f4f764c4bd7c7f30ac1f3c1c3a.jpg,320,320,knife,127,27,165,65
KravMagaTraining474_jpg.rf.61fafc87488b15938ac75374d9e08143.jpg,320,320,knife,88,189,116,229
knife_269_jpg.rf.61f39e7825283ec9c870990fddffaea5.jpg,320,320,knife,26,179,202,262
102_jpg.rf.61c9c996ad9cbea85e61966a7ff75117.jpg,320,320,knife,102,150,210,273
KravMagaKnifeDefenseTechniques416_jpg.rf.61cbc94648e3e598d8171550810ef10b.jpg,320,320,knife,150,124,174,172
286_jpg.rf.61eedb2c936bdb90d64642cc54b029ac.jpg,320,320,knife,157,77,217,220
2022-04-15_96_jpg.rf.60eb3d97d87f48ce687569589d1572a7.jpg,320,320,knife,163,240,185,264
knife_164_jpg.rf.61d69074a9ff84174cbde8b91cca976f.jpg,320,320,knife,8,15,309,309
RusoClases648_jpg.rf.61dfcbf1dd11cd582407f8ae2beefec0.jpg,320,320,knife,155,70,173,176
armas-682-jpg_jpg.rf.62175561dc2010875a68ebf6df9e152c.jpg,320,320,pistol,32,29,222,283
KravMagaTraining21319_jpg.rf.61fc3aee8e8b2045430faa9743dcbfe9.jpg,320,320,knife,142,241,226,281
armas-1470-jpg_jpg.rf.61f206d06e7bb79f91d7cb496e5d0d39.jpg,320,320,pistol,6,15,306,278
armas-2279-jpg_jpg.rf.61c2f42c06d9dab6716744a6c5763a32.jpg,320,320,pistol,9,2,309,312
DSC_00261_JPG_jpg.rf.6216032f281f3de82cf4478183c8ef65.jpg,320,320,knife,143,153,180,176
2022-04-21_543_jpg.rf.626742452bf91ee1a226f3b8972bccbe.jpg,320,320,knife,141,255,157,293
armas-2000-jpg_jpg.rf.624f305cb95a7515fd3717aeeb205e89.jpg,320,320,pistol,24,25,285,289
armas-1789-jpg_jpg.rf.628c0c66d0ffe11ea31748ca6f565545.jpg,320,320,pistol,43,73,202,190
1649338703-8581948_jpg.rf.6278d1b0fa063dc26fa020d6bdae1a04.jpg,320,320,knife,141,125,214,269
knife_329_jpg.rf.62773efe0b347fd2425f21b2c660d059.jpg,320,320,knife,12,102,143,236
137_jpg.rf.62bb879794d6c54ffa8667fafd383b27.jpg,320,320,knife,163,108,262,240
knife_297_jpg.rf.62774f69041060252c0908b87981bfcd.jpg,320,320,knife,130,139,239,282
armas-2829-jpg_jpg.rf.6290414850b6eeb92188fe33f66cdf78.jpg,320,320,pistol,156,55,170,73
160_jpg.rf.626282bb1454f1ec753d97ee9fdee9b4.jpg,320,320,knife,89,20,155,258
132_jpg.rf.6217bcfc837e83694c8dbeed26d96d88.jpg,320,320,knife,148,180,161,224
armas-167-jpg_jpg.rf.6270efb1a984ad92185f87e6918f97b8.jpg,320,320,pistol,138,48,282,212
DefenseKnifeAttack0342_jpg.rf.625b99b83165ca4952ccdaea62b7d859.jpg,320,320,knife,103,228,143,267
armas-322-jpg_jpg.rf.62545ae1cc89ed5bd236c68c7dd54e20.jpg,320,320,pistol,1,25,107,257
armas-608-jpg_jpg.rf.627bde81b11d78890f7a1536337b3387.jpg,320,320,pistol,25,30,276,258
KravMagaTraining20967_jpg.rf.62d7b4440d3974d344f2402ba6ddc51f.jpg,320,320,knife,133,198,175,226
2022-04-21_564_jpg.rf.61d9d3f8a868de4d51dd904d99a5f86a.jpg,320,320,knife,153,258,165,296
armas-1902-jpg_jpg.rf.6237afa25a3c4a6915b4e55691be8a51.jpg,320,320,pistol,51,176,217,276
KravMagaKnifeDefenseTechniques700_jpg.rf.631a70dc46902385ae074c6564145040.jpg,320,320,knife,143,167,189,197
37_jpg.rf.62f2b0f93f1ada4b2439b53daf2cb758.jpg,320,320,knife,121,231,133,265
2022-04-15_6_jpg.rf.630717778842308eb33f29ccbe31c86a.jpg,320,320,knife,128,234,140,278
armas-712-jpg_jpg.rf.6289968106c5294ac844265c0f7653b4.jpg,320,320,pistol,113,56,205,237
knife_192_jpg.rf.627a1a1e660c45d96092e3604a4ddd6f.jpg,320,320,knife,44,5,308,295
KravMagaTraining139_jpg.rf.62e422682dedb5ebdabc5ea83879f7d3.jpg,320,320,knife,194,19,236,78
knife_1210_jpg.rf.63410cc89d6862d6b5962c9fdf1a5391.jpg,320,320,knife,109,232,155,294
armas-2917-jpg_jpg.rf.62ee931e962dc0516d6d65533a843feb.jpg,320,320,pistol,131,90,164,123
armas-1867-jpg_jpg.rf.62fb0d27f959ada8362d379fa7f1e888.jpg,320,320,pistol,0,0,318,304
armas-26-jpg_jpg.rf.6330e4d8b3ed3515ff3ce572c68d0070.jpg,320,320,pistol,26,7,110,180
armas-2004-jpg_jpg.rf.635a00c2875e84f25eb0050f226e16a3.jpg,320,320,pistol,135,174,165,200
armas-2004-jpg_jpg.rf.635a00c2875e84f25eb0050f226e16a3.jpg,320,320,pistol,203,58,222,88
armas-2791-jpg_jpg.rf.63571f0cfee5fc797b8fb71c78465c56.jpg,320,320,pistol,142,143,195,318
knife_812_jpg.rf.634732233cd9c63a9dcf30d5de25a289.jpg,320,320,knife,38,200,74,294
57_jpg.rf.6327491a986803284e49aa0d4bbcf56e.jpg,320,320,knife,140,7,218,295
armas-2532-jpg_jpg.rf.62d2e08de94f470aa2df908688f100ad.jpg,320,320,pistol,3,2,315,301
KravMagaKnifeDefenseTechniques721_jpg.rf.63698fb79c41e61a98cf4963c57a77f0.jpg,320,320,knife,145,200,187,227
698_jpg.rf.6308bc8e1d4700469e85653594823e34.jpg,320,320,knife,81,118,118,320
